Name,gene,Chromosome,orf_classification,logFC,logCPM,F,PValue,FDR,model2,Label,Numeric Label,model2_2,model2_neg,model2_pos
YDR033W,MRH1,4,Verified,-1.75841831041116,4.87921318310319,18.2681982383838,0.0005159350928546,0.0018121325796026,-1.75841831041116,Toxic,1,-1.75841831041116,-1.75841831041116,0.0
YDR034C,LYS14,4,Verified,,,,,,-0.3336830189782268,Neutral,0,-0.3336830189782268,-0.3336830189782268,0.0
YDR034W-B,,4,Uncharacterized,,,,,,-3.188207311461686,Neutral,0,-3.188207311461686,-3.188207311461686,0.0
YDR035W,ARO3,4,Verified,-0.130493528016452,8.86816836674931,1.38154436018642,0.256086480166414,0.333666265526917,-0.251109961379565,Neutral,0,-0.251109961379565,-0.251109961379565,0.0
YDR036C,EHD3,4,Verified,0.146758264686593,7.56166448418868,0.689791700673656,0.41778158137926,0.500832561006586,-0.251109961379565,Neutral,0,-0.251109961379565,-0.251109961379565,0.0
YDR037W,KRS1,4,Verified,0.435883038988939,8.0639367022884,2.51593569763738,0.131180288946361,0.190705018273743,-0.251109961379565,Neutral,0,-0.251109961379565,-0.251109961379565,0.0
YDR038C,ENA5,4,Verified,,,,,,-0.3336830189782268,Neutral,0,-0.3336830189782268,-0.3336830189782268,0.0
YDR038C,ENA5,4,Verified,,,,,,-0.3336830189782268,Neutral,0,-0.3336830189782268,-0.3336830189782268,0.0
YDR039C,ENA2,4,Verified,,,,,,-0.3336830189782268,Neutral,0,-0.3336830189782268,-0.3336830189782268,0.0
YDR040C,ENA1,4,Verified,,,,,,-0.3336830189782268,Neutral,0,-0.3336830189782268,-0.3336830189782268,0.0
YDR041W,RSM10,4,Verified,0.545602110434417,7.8707143334315,4.12845213909699,0.0581484584802203,0.0964346388546106,-0.251109961379565,Neutral,0,-0.251109961379565,-0.251109961379565,0.0
YDR042C,,4,Uncharacterized,0.264540110664169,8.95595414630785,6.44078185711665,0.0212666932211882,0.0405838653810787,0.264540110664169,Neutral,0,0.0,0.0,0.264540110664169
YDR043C,NRG1,4,Verified,,,,,,-0.3336830189782268,Neutral,0,-0.3336830189782268,-0.3336830189782268,0.0
YDR044W,HEM13,4,Verified,0.0106904808516242,6.62732502493853,0.002484202401868,0.960831143488268,0.970194724953049,-0.251109961379565,Neutral,0,-0.251109961379565,-0.251109961379565,0.0
YDR045C,RPC11,4,Verified,0.804230060783305,8.10577065753204,10.3180057972516,0.0051274282873003,0.0123890460452857,0.804230060783305,Neutral,0,0.0,0.0,0.804230060783305
YDR046C,BAP3,4,Verified,,,,,,-3.188207311461686,Neutral,0,-3.188207311461686,-3.188207311461686,0.0
YDR047W,HEM12,4,Verified,-0.686231925914481,6.80871408812417,4.59135003973835,0.0469455765216699,0.080642382578106,-0.251109961379565,Neutral,0,-0.251109961379565,-0.251109961379565,0.0
YDR049W,VMS1,4,Verified,1.23007305122002,7.67304148585103,50.151330828551,1.87309713850411e-06,2.06266904696625e-05,1.23007305122002,Neutral,0,0.0,0.0,1.23007305122002
YDR050C,TPI1,4,Verified,0.243721059085657,7.42358934503122,1.91708837583629,0.184136654578076,0.252626845688067,-0.251109961379565,Neutral,0,-0.251109961379565,-0.251109961379565,0.0
YDR051C,DET1,4,Verified,0.670552540868208,8.06951253484409,4.89159933993338,0.0410143047491391,0.0719723692653292,-0.251109961379565,Neutral,0,-0.251109961379565,-0.251109961379565,0.0
YDR052C,DBF4,4,Verified,,,,,,-3.188207311461686,Neutral,0,-3.188207311461686,-3.188207311461686,0.0
YDR054C,CDC34,4,Verified,0.0352262025180121,8.02774133627794,0.0290916922177945,0.86658703834755,0.894446526562482,-0.251109961379565,Neutral,0,-0.251109961379565,-0.251109961379565,0.0
YDR055W,PST1,4,Verified,-0.11146101115006,7.93081354283775,0.300019516078589,0.591011379869304,0.664141207992151,-0.251109961379565,Neutral,0,-0.251109961379565,-0.251109961379565,0.0
YDR056C,EMC10,4,Uncharacterized,-0.171375422269637,7.61927172332961,0.607210359883729,0.446584805353308,0.52882600717032,-0.251109961379565,Neutral,0,-0.251109961379565,-0.251109961379565,0.0
YDR057W,YOS9,4,Verified,1.31760162634539,8.18183189539395,81.6216640429364,6.88174598057383e-08,1.72383955634264e-06,1.31760162634539,Neutral,0,0.0,0.0,1.31760162634539
YDR058C,TGL2,4,Verified,1.34200675928382,8.07124783100624,52.00559732128,1.48090611805456e-06,1.72263554443314e-05,1.34200675928382,Neutral,0,0.0,0.0,1.34200675928382
YDR059C,UBC5,4,Verified,0.656966872094802,8.17416910050323,13.9530329096539,0.0016537417410325,0.0047627344266377,0.656966872094802,Neutral,0,0.0,0.0,0.656966872094802
YDR060W,MAK21,4,Verified,-0.364393313116469,6.94874281216254,4.58396601724617,0.0471034652026606,0.080791835161373,-0.251109961379565,Neutral,0,-0.251109961379565,-0.251109961379565,0.0
YDR061W,,4,Uncharacterized,,,,,,-3.188207311461686,Neutral,0,-3.188207311461686,-3.188207311461686,0.0
YDR062W,LCB2,4,Verified,0.205557679548423,8.08285828351797,3.66582968420776,0.0725741539094098,0.115889866085114,-0.251109961379565,Neutral,0,-0.251109961379565,-0.251109961379565,0.0
YDR063W,AIM7,4,Verified,-1.20274949789866,6.39411136634462,14.964742968911,0.0012393660643951,0.0037794447408544,-1.20274949789866,Toxic,1,-1.20274949789866,-1.20274949789866,0.0
YDR064W,RPS13,4,Verified,0.216132629678617,7.77876531782368,2.28922968932112,0.148697741603215,0.211781631980336,-0.251109961379565,Neutral,0,-0.251109961379565,-0.251109961379565,0.0
YDR065W,RRG1,4,Verified,0.693932649414529,5.46353258075025,7.60497332529571,0.0134756894318619,0.0279889148609834,0.693932649414529,Neutral,0,0.0,0.0,0.693932649414529
YDR066C,RTR2,4,Verified,-0.038865966608726,6.75277833199657,0.0239241235655264,0.87890511123699,0.904702732474472,-0.251109961379565,Neutral,0,-0.251109961379565,-0.251109961379565,0.0
YDR067C,OCA6,4,Uncharacterized,0.422852966643824,7.36008088230147,9.66717806999132,0.006395127293001,0.0149514796557907,0.422852966643824,Neutral,0,0.0,0.0,0.422852966643824
YDR068W,DOS2,4,Verified,0.21774418052381,6.3922656067774,0.575561695952386,0.458478358898752,0.539685731530961,-0.251109961379565,Neutral,0,-0.251109961379565,-0.251109961379565,0.0
YDR069C,DOA4,4,Verified,-3.0857926722588,3.33299964108726,16.1576939184384,0.0008932969991114,0.0028499237361435,-3.0857926722588,Toxic,1,-3.0857926722588,-3.0857926722588,0.0
YDR070C,FMP16,4,Verified,-0.409454895766362,7.07494480230683,2.43789435980938,0.136912353647799,0.197714102084358,-0.251109961379565,Neutral,0,-0.251109961379565,-0.251109961379565,0.0
YDR071C,PAA1,4,Verified,,,,,,-3.188207311461686,Neutral,0,-3.188207311461686,-3.188207311461686,0.0
YDR072C,IPT1,4,Verified,0.696664697873147,7.59805438613653,5.32797812018231,0.0338667416027134,0.0607868011680198,-0.251109961379565,Neutral,0,-0.251109961379565,-0.251109961379565,0.0
YDR073W,SNF11,4,Verified,0.827977629713555,5.34947318221007,4.5707452971822,0.0473876932204283,0.0811877089033945,-0.251109961379565,Neutral,0,-0.251109961379565,-0.251109961379565,0.0
YDR074W,TPS2,4,Verified,-0.696867199523344,7.6643805754309,27.4396606625565,6.74147834555563e-05,0.0003418731899598,-0.696867199523344,Toxic,1,-0.696867199523344,-0.696867199523344,0.0
YDR075W,PPH3,4,Verified,,,,,,-3.188207311461686,Neutral,0,-3.188207311461686,-3.188207311461686,0.0
YDR076W,RAD55,4,Verified,-3.35643384519865,3.1639107907547,63.1431030651142,4.08389921774817e-07,6.55580863863165e-06,-3.35643384519865,Toxic,1,-3.35643384519865,-3.35643384519865,0.0
YDR077W,SED1,4,Verified,-0.843063972647484,6.83503526492309,10.7919864066168,0.0043822283792265,0.0107759326757787,-0.843063972647484,Toxic,1,-0.843063972647484,-0.843063972647484,0.0
YDR078C,SHU2,4,Verified,0.0205484160244767,7.17853261007932,0.0088147895170806,0.926299810843666,0.943476505280669,-0.251109961379565,Neutral,0,-0.251109961379565,-0.251109961379565,0.0
YDR079C-A,TFB5,4,Verified,0.577516157973656,8.10853111244141,8.3434916664117,0.0102312592028805,0.0223713720412146,0.577516157973656,Neutral,0,0.0,0.0,0.577516157973656
YDR079W,PET100,4,Verified,-0.448653906746175,7.70282729449257,4.37957353347925,0.0517278056878997,0.0874729473780174,-0.251109961379565,Neutral,0,-0.251109961379565,-0.251109961379565,0.0
YDR080W,VPS41,4,Verified,-2.97436542762791,2.1442513781292,81.6947314627612,6.83820556627948e-08,1.72239663959492e-06,-2.97436542762791,Toxic,1,-2.97436542762791,-2.97436542762791,0.0
YDR081C,PDC2,4,Verified,0.285395904443308,7.74844673081026,2.01707861631396,0.173672366003398,0.240514069443953,-0.251109961379565,Neutral,0,-0.251109961379565,-0.251109961379565,0.0
YDR082W,STN1,4,Verified,0.485258572200368,7.78388650795411,6.64107197574764,0.0196204348706821,0.0380636436491232,0.485258572200368,Neutral,0,0.0,0.0,0.485258572200368
YDR083W,RRP8,4,Verified,0.299601855408957,7.19351321887379,1.73722371231588,0.205028155182902,0.276955069475215,-0.251109961379565,Neutral,0,-0.251109961379565,-0.251109961379565,0.0
YDR084C,TVP23,4,Verified,,,,,,-3.188207311461686,Neutral,0,-3.188207311461686,-3.188207311461686,0.0
YDR085C,AFR1,4,Verified,0.580336009402553,7.77759077690008,6.354217017066,0.0220265393902418,0.0419285983633036,0.580336009402553,Neutral,0,0.0,0.0,0.580336009402553
YDR086C,SSS1,4,Verified,,,,,,-3.188207311461686,Neutral,0,-3.188207311461686,-3.188207311461686,0.0
YDR087C,RRP1,4,Verified,-1.4060272193811,4.6212616257928,6.19439662193696,0.0235122712933267,0.0443677337857104,-1.4060272193811,Toxic,1,-1.4060272193811,-1.4060272193811,0.0
YDR088C,SLU7,4,Verified,-0.671139292389382,7.87173300530009,13.8254455666988,0.0017162785561495,0.0049079090794794,-0.671139292389382,Toxic,1,-0.671139292389382,-0.671139292389382,0.0
YDR089W,VTC5,4,Verified,,,,,,-0.3336830189782268,Neutral,0,-0.3336830189782268,-0.3336830189782268,0.0
YDR090C,ILT1,4,Verified,-1.32425971986145,5.36787640264193,5.97947571695567,0.0256942061795215,0.0477926911352258,-1.32425971986145,Toxic,1,-1.32425971986145,-1.32425971986145,0.0
YDR091C,RLI1,4,Verified,-0.0880231628766627,7.78365222281718,0.366260526130328,0.553067446331954,0.630807756214695,-0.251109961379565,Neutral,0,-0.251109961379565,-0.251109961379565,0.0
YDR092W,UBC13,4,Verified,,,,,,-3.188207311461686,Neutral,0,-3.188207311461686,-3.188207311461686,0.0
YDR093W,DNF2,4,Verified,,,,,,-0.3336830189782268,Neutral,0,-0.3336830189782268,-0.3336830189782268,0.0
YDR096W,GIS1,4,Verified,-2.18642279588823,2.31070314569411,20.4898300602442,0.0003004312822501,0.0011638031493991,-2.18642279588823,Toxic,1,-2.18642279588823,-2.18642279588823,0.0
YDR097C,MSH6,4,Verified,,,,,,-0.3336830189782268,Neutral,0,-0.3336830189782268,-0.3336830189782268,0.0
YDR098C,GRX3,4,Verified,-0.209558067525146,7.81980168093253,0.761003536766508,0.395205291980728,0.478422975608109,-0.251109961379565,Neutral,0,-0.251109961379565,-0.251109961379565,0.0
YDR099W,BMH2,4,Verified,-0.0637189638805745,6.72334931059328,0.0334480540970371,0.857055690586246,0.887018591006287,-0.251109961379565,Neutral,0,-0.251109961379565,-0.251109961379565,0.0
YDR100W,TVP15,4,Verified,-0.607066157400501,6.97513581809284,16.0339915270026,0.0009235885437407,0.0029322006761238,-0.607066157400501,Toxic,1,-0.607066157400501,-0.607066157400501,0.0
YDR101C,ARX1,4,Verified,-0.438553407258138,7.21515967702377,3.34245340290294,0.0851698084149715,0.132884721616651,-0.251109961379565,Neutral,0,-0.251109961379565,-0.251109961379565,0.0
YDR102C,,4,Uncharacterized,,,,,,-0.3336830189782268,Neutral,0,-0.3336830189782268,-0.3336830189782268,0.0
YDR103W,STE5,4,Verified,0.152180148524315,7.13234370332023,0.62005444182672,0.441900447918067,0.524232147295985,-0.251109961379565,Neutral,0,-0.251109961379565,-0.251109961379565,0.0
YDR104C,SPO71,4,Verified,-2.80379109203111,4.8010467370752,38.1192713683198,1.03341425272078e-05,7.94491665793264e-05,-2.80379109203111,Toxic,1,-2.80379109203111,-2.80379109203111,0.0
YDR105C,TMS1,4,Verified,,,,,,-0.3336830189782268,Neutral,0,-0.3336830189782268,-0.3336830189782268,0.0
YDR106W,ARP10,4,Verified,,,,,,-0.3336830189782268,Neutral,0,-0.3336830189782268,-0.3336830189782268,0.0
YDR107C,TMN2,4,Verified,1.16753487978163,7.43206004644145,21.4676088303466,0.0002393685888562,0.0009589467456904,1.16753487978163,Neutral,0,0.0,0.0,1.16753487978163
YDR108W,TRS85,4,Verified,0.347644840359864,5.94733120437923,0.833123281976514,0.3741723246998,0.4574555184517,-0.251109961379565,Neutral,0,-0.251109961379565,-0.251109961379565,0.0
YDR109C,,4,Verified,0.115027079623152,6.5038298018843,0.105348888919127,0.749474467522848,0.799451122469973,-0.251109961379565,Neutral,0,-0.251109961379565,-0.251109961379565,0.0
YDR110W,FOB1,4,Verified,-0.0731156089738516,7.17488461637117,0.245778571728158,0.626430223293619,0.694527088520332,-0.251109961379565,Neutral,0,-0.251109961379565,-0.251109961379565,0.0
YDR111C,ALT2,4,Uncharacterized,,,,,,-0.3336830189782268,Neutral,0,-0.3336830189782268,-0.3336830189782268,0.0
YDR113C,PDS1,4,Verified,-0.0073219158248488,8.04231941900877,0.0017025667139054,0.967569072734891,0.974615965275325,-0.251109961379565,Neutral,0,-0.251109961379565,-0.251109961379565,0.0
YDR114C,,4,Uncharacterized,,,,,,-0.3336830189782268,Neutral,0,-0.3336830189782268,-0.3336830189782268,0.0
YDR115W,MRX14,4,Verified,0.498660606950455,6.81461848424282,5.89811805907424,0.0265798856481003,0.0492792593207358,0.498660606950455,Neutral,0,0.0,0.0,0.498660606950455
YDR116C,MRPL1,4,Verified,0.29307146195174,6.81403251468653,2.23145649151806,0.153609687041329,0.217284071741055,-0.251109961379565,Neutral,0,-0.251109961379565,-0.251109961379565,0.0
YDR117C,TMA64,4,Verified,,,,,,-3.188207311461686,Neutral,0,-3.188207311461686,-3.188207311461686,0.0
YDR118W,APC4,4,Verified,0.2331451323556,6.94607752384312,1.56449064825536,0.22800097798848,0.30347659766242,-0.251109961379565,Neutral,0,-0.251109961379565,-0.251109961379565,0.0
YDR119W,VBA4,4,Uncharacterized,-2.64234775620973,3.90393825246151,33.7522309798362,2.11665565318089e-05,0.0001386470276271,-2.64234775620973,Toxic,1,-2.64234775620973,-2.64234775620973,0.0
YDR119W-A,COX26,4,Verified,,,,,,-0.3336830189782268,Neutral,0,-0.3336830189782268,-0.3336830189782268,0.0
YDR120C,TRM1,4,Verified,0.752693284183928,5.36559012759813,4.60029355450167,0.0467551606515933,0.0803758587521168,-0.251109961379565,Neutral,0,-0.251109961379565,-0.251109961379565,0.0
YDR121W,DPB4,4,Verified,-0.908007219565681,6.74059342751104,6.32341994760674,0.0223043025152328,0.0423688813195609,-0.908007219565681,Toxic,1,-0.908007219565681,-0.908007219565681,0.0
YDR122W,KIN1,4,Verified,0.284619174013799,7.89207096941306,2.93049568890682,0.105156072410539,0.158931024744656,-0.251109961379565,Neutral,0,-0.251109961379565,-0.251109961379565,0.0
YDR123C,INO2,4,Verified,,,,,,-3.188207311461686,Neutral,0,-3.188207311461686,-3.188207311461686,0.0
YDR124W,,4,Uncharacterized,1.8305518993578,6.08271074315954,6.86818836293083,0.0179266786793185,0.0354106274259154,1.8305518993578,Neutral,0,0.0,0.0,1.8305518993578
YDR125C,ECM18,4,Verified,0.317122554785188,7.21074671105974,1.05958725121285,0.317776154998906,0.399873444835775,-0.251109961379565,Neutral,0,-0.251109961379565,-0.251109961379565,0.0
YDR126W,SWF1,4,Verified,,,,,,-0.3336830189782268,Neutral,0,-0.3336830189782268,-0.3336830189782268,0.0
YDR127W,ARO1,4,Verified,,,,,,-0.3336830189782268,Neutral,0,-0.3336830189782268,-0.3336830189782268,0.0
YDR128W,MTC5,4,Verified,-2.93966813139055,3.74800098457085,16.3715017526347,0.0008435343392392,0.0027235644848384,-2.93966813139055,Toxic,1,-2.93966813139055,-2.93966813139055,0.0
YDR129C,SAC6,4,Verified,,,,,,-0.3336830189782268,Neutral,0,-0.3336830189782268,-0.3336830189782268,0.0
YDR130C,FIN1,4,Verified,,,,,,-3.188207311461686,Neutral,0,-3.188207311461686,-3.188207311461686,0.0
YDR131C,,4,Verified,-2.52087342619368,5.71379892543607,25.0303696620786,0.0001098473897752,0.000507834339011,-2.52087342619368,Toxic,1,-2.52087342619368,-2.52087342619368,0.0
YDR132C,MRX16,4,Verified,,,,,,-0.3336830189782268,Neutral,0,-0.3336830189782268,-0.3336830189782268,0.0
YDR135C,YCF1,4,Verified,,,,,,-0.3336830189782268,Neutral,0,-0.3336830189782268,-0.3336830189782268,0.0
YDR137W,RGP1,4,Verified,-0.915445913539967,5.47400521151604,1.45173931392967,0.244804065862665,0.321168844969176,-0.251109961379565,Neutral,0,-0.251109961379565,-0.251109961379565,0.0
YDR138W,HPR1,4,Verified,-0.135583588201851,6.86942864616366,0.3857874590462,0.542785927027321,0.620968893680692,-0.251109961379565,Neutral,0,-0.251109961379565,-0.251109961379565,0.0
YDR139C,RUB1,4,Verified,0.780443553129335,7.60277390853926,15.4572269339457,0.001080931639757,0.0033615056928052,0.780443553129335,Neutral,0,0.0,0.0,0.780443553129335
YDR140W,MTQ2,4,Verified,,,,,,-0.3336830189782268,Neutral,0,-0.3336830189782268,-0.3336830189782268,0.0
YDR141C,DOP1,4,Verified,-0.900331487169434,4.7916824901738,1.84027196338656,0.192714963133765,0.262735501473336,-0.251109961379565,Neutral,0,-0.251109961379565,-0.251109961379565,0.0
YDR142C,PEX7,4,Verified,1.67758628749037,6.36085277275127,26.5638640730799,8.02422891293567e-05,0.0003929372676055,1.67758628749037,Neutral,0,0.0,0.0,1.67758628749037
YDR143C,SAN1,4,Verified,-0.255675256970169,7.09782684662673,0.812610988480381,0.379981260287146,0.463314941334341,-0.251109961379565,Neutral,0,-0.251109961379565,-0.251109961379565,0.0
YDR144C,MKC7,4,Verified,0.757794883703612,8.23362187264794,8.88322667989926,0.008417691756819,0.0189418838693674,0.757794883703612,Neutral,0,0.0,0.0,0.757794883703612
YDR145W,TAF12,4,Verified,0.957953003150845,8.71383798897096,39.1134275305575,8.85022869672452e-06,6.98065616407735e-05,0.957953003150845,Neutral,0,0.0,0.0,0.957953003150845
YDR146C,SWI5,4,Verified,0.434229022628271,8.38564368500665,2.8089528622026,0.112087015642339,0.167045344022263,-0.251109961379565,Neutral,0,-0.251109961379565,-0.251109961379565,0.0
YDR147W,EKI1,4,Verified,-0.266087869090941,8.16284418899373,1.27032225964709,0.275410840656436,0.354388377802057,-0.251109961379565,Neutral,0,-0.251109961379565,-0.251109961379565,0.0
YDR148C,KGD2,4,Verified,-0.217767241395535,9.13698642765086,1.60960162523396,0.22169632696843,0.296310042406647,-0.251109961379565,Neutral,0,-0.251109961379565,-0.251109961379565,0.0
YDR150W,NUM1,4,Verified,,,,,,-3.188207311461686,Neutral,0,-3.188207311461686,-3.188207311461686,0.0
YDR151C,CTH1,4,Verified,0.654413238170514,8.1586523668805,21.9589946765333,0.0002140328815975,0.0008822566972902,0.654413238170514,Neutral,0,0.0,0.0,0.654413238170514
YDR152W,GIR2,4,Verified,0.816445262305146,7.40389124938685,14.0599654642272,0.0016032977023185,0.0046497673186196,0.816445262305146,Neutral,0,0.0,0.0,0.816445262305146
YDR153C,ENT5,4,Verified,-2.13831566959788,7.50467815721546,112.193833628245,6.827838928450691e-09,3.49754131177603e-07,-2.13831566959788,Toxic,1,-2.13831566959788,-2.13831566959788,0.0
YDR155C,CPR1,4,Verified,-0.14881996739732,4.27566037660955,0.0400066788263212,0.843847766224719,0.876826049718627,-0.251109961379565,Neutral,0,-0.251109961379565,-0.251109961379565,0.0
YDR156W,RPA14,4,Verified,0.57194588317525,9.2145388271126,10.3251741531503,0.0051151434201532,0.0123745592522474,0.57194588317525,Neutral,0,0.0,0.0,0.57194588317525
YDR158W,HOM2,4,Verified,-0.34482504865644,8.70638374810516,6.5149650665611,0.0206392495685637,0.0395520549739731,-0.34482504865644,Toxic,1,-0.34482504865644,-0.34482504865644,0.0
YDR159W,SAC3,4,Verified,,,,,,-3.188207311461686,Neutral,0,-3.188207311461686,-3.188207311461686,0.0
YDR160W,SSY1,4,Verified,,,,,,-0.3336830189782268,Neutral,0,-0.3336830189782268,-0.3336830189782268,0.0
YDR161W,ACL4,4,Verified,,,,,,-0.3336830189782268,Neutral,0,-0.3336830189782268,-0.3336830189782268,0.0
YDR162C,NBP2,4,Verified,0.432895466948959,6.20486617476813,1.79574959958096,0.197917122154187,0.269103537101383,-0.251109961379565,Neutral,0,-0.251109961379565,-0.251109961379565,0.0
YDR163W,CWC15,4,Verified,0.0520210071292,7.37388710144493,0.0732298851344967,0.789958665355569,0.833855419160926,-0.251109961379565,Neutral,0,-0.251109961379565,-0.251109961379565,0.0
YDR164C,SEC1,4,Verified,-2.15415605040233,2.20780014924415,18.2236180510503,0.0005217581149023,0.0018283591436124,-2.15415605040233,Toxic,1,-2.15415605040233,-2.15415605040233,0.0
YDR165W,TRM82,4,Verified,0.609634167088684,6.12367882575267,4.58892450111369,0.046997372963826,0.0807009504113305,-0.251109961379565,Neutral,0,-0.251109961379565,-0.251109961379565,0.0
YDR166C,SEC5,4,Verified,-0.833072135083209,7.01892607247715,14.321415055003,0.0014870865129512,0.0043591068611261,-0.833072135083209,Toxic,1,-0.833072135083209,-0.833072135083209,0.0
YDR167W,TAF10,4,Verified,,,,,,-3.188207311461686,Neutral,0,-3.188207311461686,-3.188207311461686,0.0
YDR168W,CDC37,4,Verified,0.456348088620855,7.18393228941699,3.540131694283,0.077191212636917,0.121938578798234,-0.251109961379565,Neutral,0,-0.251109961379565,-0.251109961379565,0.0
YDR169C,STB3,4,Verified,0.151309000109326,8.01070654818516,1.7263495294041,0.206384832463854,0.278622579568467,-0.251109961379565,Neutral,0,-0.251109961379565,-0.251109961379565,0.0
YDR170C,SEC7,4,Verified,,,,,,-0.3336830189782268,Neutral,0,-0.3336830189782268,-0.3336830189782268,0.0
YDR171W,HSP42,4,Verified,0.463475600733034,8.42248765159199,6.53776421925948,0.0204506730997247,0.0392401593693792,0.463475600733034,Neutral,0,0.0,0.0,0.463475600733034
YDR172W,SUP35,4,Verified,-1.16171808874237,5.14162099533262,2.74651499454388,0.11585948790399,0.17182934461753,-0.251109961379565,Neutral,0,-0.251109961379565,-0.251109961379565,0.0
YDR173C,ARG82,4,Verified,,,,,,-3.188207311461686,Neutral,0,-3.188207311461686,-3.188207311461686,0.0
YDR174W,HMO1,4,Verified,-0.797173350797555,7.42890516082903,20.9740778213647,0.0002682475652379,0.0010560800085665,-0.797173350797555,Toxic,1,-0.797173350797555,-0.797173350797555,0.0
YDR175C,RSM24,4,Verified,1.29143876378383,6.18915030444914,13.840291899073,0.0017088667012869,0.0048905984250893,1.29143876378383,Neutral,0,0.0,0.0,1.29143876378383
YDR176W,NGG1,4,Verified,0.406091695787494,8.22384301900488,5.29662918556049,0.0343296081438798,0.0613278540470015,-0.251109961379565,Neutral,0,-0.251109961379565,-0.251109961379565,0.0
YDR177W,UBC1,4,Verified,0.453260110776136,8.19971329917526,25.7566880984302,9.45259935410798e-05,0.0004483296632241,0.453260110776136,Neutral,0,0.0,0.0,0.453260110776136
YDR178W,SDH4,4,Verified,-0.0939148357572931,8.51948548045451,0.924580614274784,0.349793638723675,0.433955240665147,-0.251109961379565,Neutral,0,-0.251109961379565,-0.251109961379565,0.0
YDR179C,CSN9,4,Verified,0.255401556244686,8.14006586168517,2.36291817678629,0.142707985422383,0.204464395204476,-0.251109961379565,Neutral,0,-0.251109961379565,-0.251109961379565,0.0
YDR179W-A,NVJ3,4,Verified,0.364534871236545,8.0846849644344,8.78964223123158,0.0087042270183169,0.0195096219156869,0.364534871236545,Neutral,0,0.0,0.0,0.364534871236545
YDR180W,SCC2,4,Verified,,,,,,-3.188207311461686,Neutral,0,-3.188207311461686,-3.188207311461686,0.0
YDR181C,SAS4,4,Verified,0.383181544388199,8.49075581389023,3.23663390314185,0.0898389746661055,0.139223811825067,-0.251109961379565,Neutral,0,-0.251109961379565,-0.251109961379565,0.0
YDR182W,CDC1,4,Verified,-0.226524461027818,7.80560121476511,3.06727096857304,0.0979579289470529,0.149611456639737,-0.251109961379565,Neutral,0,-0.251109961379565,-0.251109961379565,0.0
YDR182W-A,,4,Uncharacterized,,,,,,-0.3336830189782268,Neutral,0,-0.3336830189782268,-0.3336830189782268,0.0
YDR183W,PLP1,4,Verified,0.932907009324952,8.019343412055,53.8120395437432,1.18518451774318e-06,1.4844110484591e-05,0.932907009324952,Neutral,0,0.0,0.0,0.932907009324952
YDR184C,ATC1,4,Verified,0.35997634547706,8.21512790094985,7.78861383400873,0.0125716080024632,0.0264607390965974,0.35997634547706,Neutral,0,0.0,0.0,0.35997634547706
YDR185C,UPS3,4,Verified,,,,,,-0.3336830189782268,Neutral,0,-0.3336830189782268,-0.3336830189782268,0.0
YDR186C,SND1,4,Verified,-0.139511793317755,6.98103393749992,0.070796360109597,0.793390521721113,0.836194908898532,-0.251109961379565,Neutral,0,-0.251109961379565,-0.251109961379565,0.0
YDR188W,CCT6,4,Verified,0.550127589098538,7.97065587988981,14.8993486343317,0.0012623013106696,0.0038288966569147,0.550127589098538,Neutral,0,0.0,0.0,0.550127589098538
YDR189W,SLY1,4,Verified,-2.68704146425277,4.59984146663521,41.147870226928,6.50041514185953e-06,5.60215361658555e-05,-2.68704146425277,Toxic,1,-2.68704146425277,-2.68704146425277,0.0
YDR190C,RVB1,4,Verified,,,,,,-0.3336830189782268,Neutral,0,-0.3336830189782268,-0.3336830189782268,0.0
YDR191W,HST4,4,Verified,1.16824098087154,8.35486000993619,116.01047175088,5.32428410970975e-09,2.91478310958811e-07,1.16824098087154,Neutral,0,0.0,0.0,1.16824098087154
YDR192C,NUP42,4,Verified,0.660833692080798,3.3613139118774,0.4832169413139,0.496389455250272,0.575837029640202,-0.251109961379565,Neutral,0,-0.251109961379565,-0.251109961379565,0.0
YDR194C,MSS116,4,Verified,-0.316262227377442,5.38488316541281,0.955116215894908,0.342164662147998,0.425628566093512,-0.251109961379565,Neutral,0,-0.251109961379565,-0.251109961379565,0.0
YDR194W-A,,4,Uncharacterized,0.273437806434411,7.41301356365758,2.65315446591603,0.121788529840488,0.179513064191006,-0.251109961379565,Neutral,0,-0.251109961379565,-0.251109961379565,0.0
YDR195W,REF2,4,Verified,-2.16831986920226,3.19743055134231,8.88110950113497,0.0084240549511293,0.0189468507756283,-2.16831986920226,Toxic,1,-2.16831986920226,-2.16831986920226,0.0
YDR196C,CAB5,4,Verified,0.293520077071284,7.91289037976349,3.90291287034234,0.0647165020322101,0.105727078513275,-0.251109961379565,Neutral,0,-0.251109961379565,-0.251109961379565,0.0
YDR197W,CBS2,4,Verified,0.750485626343067,8.43607654044192,24.0671144579677,0.0001346376371171,0.0006041466413551,0.750485626343067,Neutral,0,0.0,0.0,0.750485626343067
YDR198C,RKM2,4,Verified,-0.188180464732177,7.78402093710211,2.77873453096327,0.113894125399158,0.169134631170932,-0.251109961379565,Neutral,0,-0.251109961379565,-0.251109961379565,0.0
YDR200C,VPS64,4,Verified,0.119607266754945,8.37357550484577,1.57372569666701,0.226691707054915,0.302189325281684,-0.251109961379565,Neutral,0,-0.251109961379565,-0.251109961379565,0.0
