Gene,Systematic name,logFC,FDR,geneLen,GC_content,median_IUPRED,%AA_A,%AA_C,%AA_D,%AA_E,%AA_F,%AA_G,%AA_H,%AA_I,%AA_K,%AA_L,%AA_M,%AA_N,%AA_P,%AA_Q,%AA_R,%AA_S,%AA_T,%AA_V,%AA_W,%AA_Y,%Helical,%Proteinturn,%Beta-sheet,Acidic AA%,Basic AA%,Polar AA%,Hydrophobic AA%,Charged AA%,number of physical interaction,number of positive genetic interaction,number of negative genetic interaction,"number of ppi, all","number of ppi, score >= 0.25","number of ppi, score > 0.5","number of ppi, score > 0.8","number of ppi, score >= 0.95",RNAseq Eupl,rna logFC,rna FC - other,Imputed log2(MS),Ribo_profilling_init_rate,Ribo_profilling_trans_rate,IDR ratio,Number of complexe,Intron status,aliphaticIndex,aromaticityScore,cai,codonBias,gravyScore,instabilityIndex,pI,5'-UTR_length,3'-UTR_length,protein half-life (hr),mRNA half-life (min),Ubiquitilation number,Phosphorylation number,is in complex,is essential,variants_impact_HIGH,variants_impact_LOW,variants_impact_MODERATE,variants_impact_MODIFIER,variants_effect_conservative_inframe_deletion,variants_effect_conservative_inframe_insertion,variants_effect_disruptive_inframe_deletion,variants_effect_disruptive_inframe_insertion,variants_effect_downstream_gene_variant,variants_effect_frameshift_variant,variants_effect_intron_variant,variants_effect_missense_variant,variants_effect_splice_region_variant,variants_effect_start_lost,variants_effect_stop_gained,variants_effect_stop_lost,variants_effect_stop_retained_variant,variants_effect_synonymous_variant,variants_effect_upstream_gene_variant,alpha IDRratio,A3D mean score,A3D ratio,A3D mean +score,has disordered region,has transmembrane domain,flDPnn_disorder,PSIPRED_helix,PSIPRED_strand,PSIPRED_coil,MMseq2_low_conservation,MMseq2_high_conservation,MMseq2_median,SignalP,DFLpred_linker,ASAquick_buried,DisoRDPbind_RNA,DisoRDPbind_DNA,DisoRDPbind_PRO,MoRFchibi_morf,DRNApred_RNA,DRNApred_DNA,SCRIBER_PRO,PTM_content,haploinsufficient,Label,Numeric Label,rank,mitotic_cell_cycle,cellular_morphology,regulation of mitotic cell cycle (GO:0007346),prion_inheritance,regulation of cell cycle process (GO:0010564),prions,Prion-like,Sphingolipid Metabolism_WP370,number of genetic interaction,IDR ratio mean,Phosphorylation number norm_geneLen,Ubiquitilation number norm_geneLen,variants_impact_MODERATE norm_geneLen,variants_effect_missense_variant norm_geneLen,variants_impact_LOW norm_geneLen,variants_effect_synonymous_variant norm_geneLen
AIM23,YJL131C,-0.668025401066105,0.0295257418898513,1071.0,35.9477,0.3566,0.0532,0.0028,0.0532,0.0756,0.0308,0.0252,0.0168,0.0616,0.1485,0.0952,0.0252,0.084,0.0336,0.0364,0.0616,0.0644,0.0336,0.0644,0.0084,0.0224,0.2829,0.2073,0.2493,0.1288,0.2269,0.2435999999999999,0.3611999999999999,0.3556999999999999,21.0,39.0,96.0,30.0,28.0,0.0,0.0,0.0,2.829108625940705,0.869054550460684,0.9409491555295052,27.67498929299454,,,0.1540616246498599,0.0,0.0,78.76,0.06,0.12,-0.06,-0.81,37.23,10.6,,,7.6,32.0,,,0.0,0.0,0.0,3.0,1.0,41.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,22.0,0.146067415730337,-1.6311407303370786,0.1179775280898876,0.1150058988764044,0.0,0.0,0.25,0.553,0.115,0.332,0.1,0.04,2.24,0.0,0.0,0.298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.059,0,Toxic,1,-1.0219447115121876,0,0,0,0,0,0,0,0,135.0,0.15006452019009844,,,1.2963485394157663,1.2963485394157663,3.889045618247299,3.889045618247299
YJL132W,YJL132W,-0.278820038752864,0.282819386955157,2253.0,38.3933,0.1028,0.0519,0.0093,0.0613,0.0466,0.0559,0.0626,0.0253,0.0759,0.0586,0.1012,0.024,0.0506,0.0413,0.0333,0.032,0.0932,0.0599,0.0586,0.0173,0.0399,0.3489,0.2477,0.2237,0.1079,0.1159,0.2862,0.4246999999999999,0.2237999999999999,0.0,0.0,0.0,12.0,6.0,0.0,0.0,0.0,2.143275719611185,1.28220049414828,0.7164896764694659,22.47772654019929,,,0.0,0.0,0.0,87.76,0.11,0.12,0.0,-0.11,30.96,6.21,94,162.0,,46.0,,,0.0,0.0,0.0,7.0,4.0,56.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,7.0,31.0,0.068,-0.6118630666666667,0.092,0.1159586666666666,0.0,1.0,0.0,0.332,0.223,0.445,0.22,0.06,1.94,1.0,0.001,0.496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029,0,Neutral,0,-0.1529302326498885,0,0,0,0,0,0,0,0,0.0,0.034,,,2.4649610043751187,2.4649610043751187,4.313681757656458,4.313681757656458
MRS3,YJL133W,0.289371279431112,0.388573996462719,945.0,43.4921,0.0985,0.1111,0.0222,0.0286,0.0317,0.0444,0.0476,0.0286,0.0794,0.0508,0.0698,0.0317,0.0444,0.054,0.0413,0.0222,0.1016,0.0857,0.0381,0.019,0.0444,0.2952,0.2476,0.2444,0.0603,0.1016,0.3396,0.4379,0.1619,0.0,0.0,0.0,9.0,3.0,0.0,0.0,0.0,6.1327638014816905,0.81304882219516,0.9983870961294566,25.346403209164546,,,0.0444444444444444,0.0,0.0,77.32,0.11,0.08,-0.07,0.0,31.62,8.45,171,132.0,,22.0,,,0.0,0.0,0.0,1.0,0.0,62.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,39.0,0.0891719745222929,-0.0145003184713375,0.4363057324840764,0.3796990445859874,0.0,1.0,0.102,0.462,0.134,0.404,0.09,0.11,2.455,0.0,0.0,0.309,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.045,0,Neutral,0,0.1187945108138187,0,0,0,0,0,0,0,0,0.0,0.06680820948336866,,,0.0,0.0,1.4691950113378687,1.4691950113378687
RPS21B,YJL136C,0.898490299223295,0.130372385975655,264.0,43.1818,0.3286,0.0795,0.0114,0.0795,0.0682,0.0,0.0682,0.0114,0.0568,0.0568,0.0795,0.0114,0.0682,0.0227,0.0341,0.0795,0.0909,0.0227,0.0795,0.0114,0.0568,0.2841,0.25,0.2386,0.1477,0.1477,0.2841,0.3749,0.2954,0.0,0.0,0.0,310.0,255.0,218.0,164.0,77.0,9.04687604059823,0.687672605621121,1.0333705180228256,30.14231701833084,0.088,0.077,0.0,1.0,1.0,79.99,0.07,0.69,0.77,-0.65,18.28,5.85,21,120.0,,14.0,2.0,10.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,0.0,0.0,24.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,-1.1047712643678158,0.1494252873563218,0.1327724137931034,0.0,0.0,0.115,0.333,0.195,0.472,0.01,0.11,2.57,0.0,0.046,0.092,0.0,0.0,0.0,0.506,0.184,0.0,0.011,0.057,1,Neutral,0,0.7949971426819368,0,0,0,0,0,0,0,0,0.0,0.0,52.59050324675325,10.51810064935065,0.0,0.0,0.0,0.0
GLG2,YJL137C,0.642144533244975,0.0072298973557671,1143.0,39.0201,0.0646,0.0472,0.0131,0.0682,0.0682,0.0604,0.0262,0.0315,0.0656,0.0709,0.1286,0.0157,0.0446,0.0551,0.0577,0.0394,0.0525,0.0604,0.0367,0.0157,0.0394,0.3465,0.1785,0.2598,0.1364,0.1418,0.2677,0.4093,0.2782,3.0,2.0,14.0,13.0,10.0,7.0,3.0,2.0,4.206459421725875,0.718962071742337,0.770852144314774,24.58823660007777,,,0.1023622047244094,0.0,0.0,85.24,0.12,0.14,0.04,-0.38,47.65,5.94,56,95.0,,,,,0.0,0.0,0.0,6.0,4.0,44.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,6.0,35.0,0.1789473684210526,-0.7802802631578947,0.1421052631578947,0.0936355263157894,1.0,0.0,0.111,0.516,0.087,0.397,0.13,0.07,2.255,0.0,0.0,0.368,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.045,0,Neutral,0,1.374746598107886,0,0,0,0,0,0,0,0,16.0,0.140654786572731,,,4.858755155605549,4.858755155605549,7.288132733408324,7.288132733408324
YUR1,YJL139C,-1.49654950487743,0.0807907122892921,1287.0,38.85,0.0799,0.0373,0.0163,0.0793,0.0746,0.0723,0.0536,0.021,0.0513,0.0513,0.0839,0.021,0.0466,0.0373,0.0233,0.0653,0.0746,0.0443,0.0466,0.021,0.0769,0.352,0.2121,0.2168,0.1538999999999999,0.1376,0.282,0.4103,0.2915,0.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,4.84779110616382,1.06943277468235,1.143022066888453,24.1575199410248,0.059,0.053,0.0,0.0,0.0,63.92,0.17,0.14,0.01,-0.54,51.69,4.92,54,789.0,6.1,21.0,,,0.0,0.0,0.0,2.0,0.0,65.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,36.0,0.0537383177570093,-0.6264948598130841,0.175233644859813,0.2430878504672897,0.0,1.0,0.014,0.308,0.243,0.449,0.09,0.12,2.54,0.0,0.0,0.442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.049,0,Neutral,0,-1.6351877003262456,0,0,0,0,0,0,0,0,0.0,0.02686915887850465,,,0.0,0.0,2.1575591075591074,2.1575591075591074
RPB4,YJL140W,1.13079991930817,0.0002957700103298,666.0,39.4895,0.4901,0.0631,0.0045,0.0856,0.1306,0.0315,0.0315,0.027,0.036,0.0811,0.1261,0.0135,0.0631,0.009,0.0541,0.0586,0.0541,0.0721,0.045,0.0,0.009,0.2477,0.1577,0.3333,0.2162,0.1667,0.2569,0.3242,0.3829,48.0,20.0,19.0,181.0,138.0,90.0,55.0,23.0,5.636215244984035,1.03629123394305,1.0165060742955674,30.014844000407887,0.144,0.103,0.5,1.0,0.0,77.79,0.04,0.14,0.03,-0.9,48.79,4.56,84,52.0,10.0,33.0,1.0,6.0,1.0,0.0,0.0,1.0,0.0,62.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,38.0,0.0135746606334841,-1.715139366515837,0.1357466063348416,0.1003375565610859,1.0,0.0,0.561,0.638,0.018,0.344,0.19,0.05,2.26,0.0,0.0,0.154,0.0,0.036,0.317,0.0,0.0,0.01,0.0,0.068,1,Neutral,0,3.990644777679013,0,0,0,0,0,0,0,0,39.0,0.25678733031674206,12.508011583011584,2.084668597168597,0.0,0.0,2.084668597168597,2.084668597168597
YAK1,YJL141C,-4.21037783972469,1.8809895932147e-06,2424.0,40.8828,0.4541,0.0384,0.0161,0.0396,0.0483,0.0371,0.0495,0.0235,0.0532,0.0557,0.0854,0.0173,0.0792,0.0668,0.0842,0.0421,0.1163,0.0495,0.0446,0.0087,0.0433,0.2723,0.3119,0.1894,0.0879,0.1212999999999999,0.3886,0.3279999999999999,0.2092,57.0,3.0,27.0,41.0,21.0,1.0,1.0,0.0,4.528043673646605,1.20083578780996,0.8121529672492214,25.02815376385487,0.038,0.034,0.4356435643564356,0.0,0.0,67.92,0.09,0.12,0.05,-0.68,54.7,8.51,89,129.0,5.0,,,70.0,0.0,0.0,0.0,7.0,5.0,57.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,7.0,12.0,0.4374225526641883,-0.7702297397769516,0.1995043370508054,0.195780916976456,1.0,0.0,0.229,0.38,0.067,0.553,0.12,0.09,2.48,0.0,0.011,0.317,0.0,0.0,0.178,0.0,0.0,0.0,0.0,0.069,0,Toxic,1,-24.10699665068952,0,0,0,0,0,0,0,0,30.0,0.43653305851031193,40.09375,,2.8638392857142856,2.8638392857142856,4.0093749999999995,4.0093749999999995
TIM17,YJL143W,0.756900913242126,0.0041337107945178,477.0,47.7987,0.1449,0.1321,0.0252,0.0314,0.0252,0.0566,0.1447,0.0189,0.0566,0.0314,0.0629,0.0314,0.0314,0.0692,0.0252,0.0629,0.0629,0.0252,0.0629,0.0314,0.0063,0.2767,0.3082,0.2516,0.0566,0.1132,0.1762,0.4402,0.1697999999999999,9.0,0.0,6.0,53.0,44.0,15.0,10.0,8.0,7.7901505192381695,0.968079459346457,0.7359478807962543,29.13414954400626,0.522,0.212,0.0628930817610062,1.0,0.0,76.87,0.09,0.18,0.22,0.14,48.66,10.0,43,314.0,,33.0,,,1.0,1.0,0.0,3.0,0.0,68.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,45.0,0.0379746835443038,0.1705620253164556,0.4873417721518987,0.636882911392405,0.0,1.0,0.139,0.38,0.095,0.525,0.01,0.09,2.59,0.0,0.019,0.266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0,Neutral,0,1.8041943635334543,0,0,0,0,0,0,0,0,6.0,0.050433882652655,,,0.0,0.0,8.73200808625337,8.73200808625337
YJL144W,YJL144W,1.03215784231754,9.39773058544608e-05,315.0,46.0317,0.6806,0.0,0.0095,0.0571,0.0571,0.019,0.0952,0.0381,0.0476,0.019,0.0571,0.019,0.1238,0.0286,0.0476,0.0857,0.1333,0.0667,0.0476,0.0,0.0381,0.2095,0.381,0.1333,0.1142,0.1428,0.419,0.2284,0.257,3.0,1.0,19.0,6.0,6.0,0.0,0.0,0.0,0.0616055965048644,0.602617664608072,0.3592862369510337,23.92113909572136,,,0.9714285714285714,0.0,0.0,53.97,0.06,0.07,-0.13,-1.13,48.23,6.95,21,234.0,,116.0,,,0.0,0.0,0.0,9.0,1.0,66.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,38.0,0.2596153846153846,-0.9850201923076922,0.2980769230769231,0.3841740384615383,1.0,0.0,1.0,0.202,0.096,0.702,0.09,0.08,2.57,0.0,0.019,0.077,0.0,0.0,0.404,0.192,0.0,0.01,0.462,0.125,0,Neutral,0,4.156475901196036,0,0,0,0,0,0,0,0,20.0,0.6155219780219781,,,4.407585034013605,4.407585034013605,39.66826530612245,39.66826530612245
SFH5,YJL145W,0.872178684293433,8.37978880796844e-05,885.0,39.322,0.1048,0.0305,0.0169,0.0746,0.0644,0.0441,0.061,0.0102,0.0542,0.122,0.0915,0.0136,0.0644,0.0237,0.0441,0.0237,0.0339,0.0542,0.078,0.0136,0.078,0.3593,0.1831,0.2,0.139,0.1558999999999999,0.2915,0.4034999999999999,0.2949,2.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,5.84923892645405,0.713999358724887,0.8983199649326823,29.160483438687933,0.119,0.094,0.0,0.0,0.0,76.27,0.14,0.23,0.19,-0.56,22.89,8.13,40,66.0,11.5,22.0,3.0,,0.0,0.0,0.0,3.0,2.0,76.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,38.0,0.0,-0.9944132653061224,0.064625850340136,0.0344942176870748,0.0,0.0,0.105,0.548,0.109,0.343,0.15,0.05,2.21,0.0,0.007,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.051,0,Neutral,0,3.5556692141775827,0,0,0,0,0,0,0,0,0.0,0.0,,4.7064043583535105,3.1376029055690076,3.1376029055690076,4.7064043583535105,4.7064043583535105
IDS2,YJL146W,0.700001333303878,0.0169950028516968,1410.0,40.4965,0.2034,0.0532,0.0128,0.0617,0.066,0.0404,0.0404,0.0149,0.0681,0.0383,0.0979,0.0213,0.0745,0.0426,0.0681,0.0426,0.117,0.0426,0.0447,0.0191,0.0319,0.3021,0.2745,0.2383,0.1277,0.0958,0.3469,0.3765999999999999,0.2235,3.0,21.0,56.0,18.0,18.0,3.0,0.0,0.0,3.9977204014521455,1.07538533509473,1.0295055164624296,26.49620587837564,0.038,0.034,0.3361702127659574,0.0,0.0,79.4,0.09,0.11,-0.02,-0.45,48.13,4.49,96,135.0,9.1,30.0,,55.0,0.0,0.0,0.0,4.0,2.0,88.0,0.0,0.0,0.0,0.0,46.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,42.0,0.3880597014925373,-0.9107761194029852,0.1449893390191897,0.1178878464818763,1.0,0.0,0.256,0.458,0.092,0.45,0.14,0.07,2.21,0.0,0.09,0.348,0.0,0.0,0.154,0.0,0.0,0.0,0.0,0.081,0,Neutral,0,1.2387774902651192,0,0,0,0,0,0,0,0,77.0,0.36211495712924735,54.15702887537994,,1.9693465045592706,1.9693465045592706,3.9386930091185413,3.9386930091185413
YJL147C,YJL147C,-0.710439776388067,0.0007142864204767,1149.0,36.3795,0.0948,0.0157,0.0078,0.0574,0.0653,0.0287,0.0209,0.0313,0.0809,0.0862,0.154,0.0104,0.0627,0.0313,0.047,0.0601,0.094,0.0418,0.0548,0.0131,0.0339,0.3655,0.2089,0.2454,0.1227,0.1775999999999999,0.2872,0.3915,0.3003,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2.566481833857825,0.936853769718238,0.8884200544344638,24.442976835339323,0.014,0.014,0.031331592689295,0.0,0.0,102.92,0.08,0.13,0.04,-0.41,59.03,9.62,124,31.0,3.2,30.0,,,0.0,0.0,0.0,10.0,3.0,70.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,10.0,41.0,0.1858638743455497,-1.0547251308900525,0.1256544502617801,0.0985981675392669,0.0,0.0,0.076,0.636,0.018,0.346,0.11,0.07,2.145,0.0,0.052,0.338,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.055,0,Toxic,1,-2.23513419311212,0,0,0,0,0,0,0,0,0.0,0.10859773351742236,,,3.6250372995151063,3.6250372995151063,12.083457665050354,12.083457665050354
RPA34,YJL148W,0.406285534126563,0.0822984095547174,702.0,37.4644,0.4541,0.0385,0.0043,0.1111,0.0897,0.0385,0.0171,0.0299,0.0427,0.1923,0.0598,0.0171,0.0385,0.0427,0.0214,0.0256,0.1068,0.0385,0.0598,0.0043,0.0171,0.2222,0.2051,0.2051,0.2008,0.2478,0.2266,0.2778,0.4486,18.0,51.0,159.0,76.0,61.0,26.0,14.0,13.0,5.82010268307287,0.55844442717485,1.0630552285360515,31.822567435863665,0.225,0.125,0.2692307692307692,1.0,0.0,56.76,0.06,0.2,0.04,-1.2,39.52,9.38,43,62.0,10.1,10.0,,23.0,1.0,0.0,0.0,4.0,1.0,67.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,28.0,0.1502145922746781,-1.9736090128755368,0.1630901287553648,0.095825321888412,1.0,0.0,0.365,0.275,0.129,0.596,0.3,0.04,2.02,0.0,0.0,0.219,0.0,0.094,0.0,0.129,0.0,0.0,0.0,0.094,0,Neutral,0,0.4406607671419394,0,0,0,0,0,0,0,0,210.0,0.20972268075272366,45.48853785103785,,1.9777625152625153,1.9777625152625153,7.911050061050061,7.911050061050061
SNA3,YJL151C,0.712079827314056,0.190949386072924,402.0,48.7562,0.36865,0.097,0.0075,0.1119,0.0522,0.0373,0.0224,0.0448,0.0373,0.0299,0.1194,0.0373,0.0373,0.0597,0.0299,0.0672,0.0672,0.0299,0.0597,0.0075,0.0373,0.2985,0.1866,0.306,0.1641,0.1419,0.2091,0.4328,0.306,3.0,2.0,14.0,54.0,19.0,8.0,2.0,0.0,5.36301897068731,1.06536518911601,1.1318007246532702,26.0962409124769,,,0.3656716417910448,0.0,0.0,82.23,0.08,0.16,0.23,-0.37,63.4,4.77,24,45.0,,65.0,4.0,,0.0,0.0,0.0,0.0,2.0,63.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.2180451127819548,-0.6393030075187971,0.3233082706766917,0.567600751879699,1.0,1.0,0.474,0.474,0.0,0.526,0.09,0.09,2.37,0.0,0.023,0.188,0.0,0.0,0.323,0.015,0.0,0.0,0.015,0.03,0,Neutral,0,0.5120435966877069,0,0,0,0,0,0,0,0,16.0,0.29185837728649977,,13.814818763326226,6.907409381663113,6.907409381663113,0.0,0.0
INO1,YJL153C,-0.575868953061587,0.0246848909144709,1602.0,42.7591,0.2164,0.0581,0.0112,0.0637,0.0599,0.0375,0.0581,0.0169,0.0599,0.0749,0.1049,0.0206,0.073,0.0468,0.0356,0.0318,0.0655,0.0543,0.0787,0.0075,0.0393,0.3277,0.2434,0.2434,0.1236,0.1235999999999999,0.2789,0.4065,0.2472,1.0,11.0,20.0,26.0,10.0,3.0,0.0,0.0,3.182785340078845,2.09171906208092,1.6307981234210844,22.889371944322487,0.063,0.056,0.0,0.0,0.0,89.07,0.08,0.17,0.18,-0.27,33.47,5.71,,,24.5,40.0,3.0,11.0,0.0,0.0,0.0,6.0,1.0,76.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,26.0,0.0131332082551594,-0.668317636022514,0.1144465290806754,0.0766515947467167,0.0,0.0,0.0,0.355,0.165,0.48,0.04,0.09,2.58,0.0,0.019,0.402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.032,0,Toxic,1,-0.9257489547128684,0,0,0,0,0,0,0,0,31.0,0.0065666041275797,9.53325976457999,2.5999799357945426,0.8666599785981809,0.8666599785981809,5.199959871589085,5.199959871589085
VPS35,YJL154C,-1.60821699921873,4.49444346958118e-06,2835.0,37.3898,0.1028,0.037,0.019,0.0571,0.0646,0.037,0.0265,0.0265,0.0825,0.0603,0.1333,0.0222,0.0635,0.0296,0.0582,0.0434,0.0836,0.055,0.0519,0.0085,0.0392,0.3524,0.2032,0.2571,0.1217,0.1302,0.3185,0.4115999999999999,0.2519,18.0,31.0,120.0,50.0,36.0,11.0,5.0,5.0,5.620556164259661,1.07080707685659,1.052179311584037,27.952770663382307,0.019,0.017,0.0,1.0,0.0,97.69,0.08,0.15,0.07,-0.23,43.58,6.22,55,28.0,9.6,30.0,,14.0,1.0,0.0,0.0,15.0,5.0,63.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,15.0,30.0,0.1324152542372881,-0.8727088983050847,0.0815677966101695,0.0560843220338982,0.0,0.0,0.007,0.606,0.082,0.312,0.15,0.08,2.24,0.0,0.035,0.379,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.035,0,Toxic,1,-8.599657482074738,0,0,0,0,0,0,0,0,151.0,0.06620762711864404,6.856243386243386,,2.448658352229781,2.448658352229781,7.345975056689342,7.345975056689342
FBP26,YJL155C,0.431368863186608,0.0295656006786625,1359.0,37.0861,0.2129,0.0486,0.011,0.0574,0.0883,0.0397,0.0419,0.0132,0.0795,0.0861,0.0751,0.0221,0.0618,0.0397,0.0353,0.0552,0.0684,0.0464,0.0618,0.0155,0.0508,0.3223,0.2119,0.234,0.1457,0.1544999999999999,0.2736999999999999,0.3931,0.3002,1.0,2.0,8.0,15.0,8.0,3.0,3.0,1.0,2.93819564474832,1.21551816377668,0.8474252296231168,25.95652353605487,0.075,0.064,0.0,0.0,0.0,77.02,0.11,0.14,0.01,-0.55,37.21,6.8,114,144.0,10.1,,1.0,21.0,0.0,0.0,0.0,10.0,2.0,69.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,10.0,44.0,0.0597345132743362,-0.9277949115044248,0.0575221238938053,0.0323449115044247,0.0,0.0,0.031,0.389,0.162,0.449,0.05,0.11,2.58,0.0,0.002,0.356,,,,0.0,0.0,0.0,,0.058,0,Neutral,0,0.6596549998131863,0,0,0,0,0,0,0,0,10.0,0.0298672566371681,21.454139072847685,1.021625670135604,2.043251340271208,2.043251340271208,10.21625670135604,10.21625670135604
SSY5,YJL156C,-0.202580638227418,0.535551222465086,2100.0,38.0476,0.2034,0.0514,0.01,0.06,0.0586,0.0514,0.0571,0.0229,0.0657,0.0686,0.0929,0.0229,0.05,0.0429,0.0343,0.0371,0.1271,0.0614,0.0529,0.0071,0.0243,0.2943,0.2771,0.2257,0.1186,0.1286,0.3071,0.3686,0.2471999999999999,1.0,0.0,0.0,9.0,6.0,2.0,2.0,1.0,5.027096695117725,1.0989325642151,1.0393760191847854,24.527095628321582,0.025,0.024,0.2242857142857142,0.0,0.0,80.22,0.08,0.13,-0.01,-0.32,37.29,6.42,85,405.0,1.0,,4.0,3.0,0.0,1.0,0.0,2.0,2.0,70.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,43.0,0.2532188841201717,-0.8309256080114449,0.1187410586552217,0.0918286123032904,1.0,0.0,0.206,0.358,0.119,0.523,0.17,0.05,2.22,0.0,0.001,0.392,0.0,0.003,0.12,0.0,0.0,0.0,0.0,0.043,0,Neutral,0,-0.0549396634717245,0,0,0,0,0,0,0,0,0.0,0.23875229920294294,1.9834132653061225,2.6445510204081635,1.3222755102040817,1.3222755102040817,1.3222755102040817,1.3222755102040817
FAR1,YJL157C,-0.8959326144298,0.0184729502094121,2493.0,39.3903,0.2575,0.0313,0.0181,0.0746,0.0734,0.0481,0.0493,0.0229,0.0566,0.0758,0.0999,0.0229,0.0433,0.0493,0.0433,0.0385,0.089,0.0626,0.059,0.012,0.0289,0.3045,0.231,0.2274,0.148,0.1372,0.2852,0.3587,0.2852,19.0,0.0,3.0,57.0,32.0,11.0,4.0,2.0,6.98376546252452,1.04267420003666,1.302429271989495,23.987173745611564,0.091,0.076,0.098676293622142,1.0,0.0,77.54,0.09,0.13,0.03,-0.46,44.16,5.08,,135.0,32.1,42.0,,92.0,1.0,0.0,0.0,11.0,3.0,74.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,11.0,37.0,0.3650602409638554,-0.926597469879518,0.163855421686747,0.1267420481927711,1.0,0.0,0.03,0.281,0.188,0.531,0.24,0.04,1.935,0.0,0.0,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0,Toxic,1,-1.5530667008917725,0,0,0,0,0,0,0,0,3.0,0.2318682672929987,51.236187037992096,,1.6707452294997422,1.6707452294997422,6.126065841499054,6.126065841499054
CIS3,YJL158C,0.949207152452077,0.0321089999117045,684.0,46.7836,0.35115,0.1491,0.0263,0.0526,0.0351,0.0263,0.0746,0.0044,0.0482,0.0395,0.0614,0.0044,0.0307,0.0351,0.0614,0.0132,0.136,0.1096,0.0482,0.0088,0.0307,0.2237,0.2763,0.25,0.0877,0.0571,0.3947,0.3771,0.1447999999999999,0.0,0.0,0.0,14.0,11.0,2.0,0.0,0.0,10.758502043591651,1.50244295895832,1.3802300266395942,31.32395755311884,0.438,0.262,0.2149122807017544,0.0,0.0,71.5,0.07,0.59,0.72,-0.11,31.26,4.27,27,165.0,1.4,35.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,61.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.224669603524229,-0.5443114537444934,0.1233480176211453,0.0876074889867841,1.0,0.0,0.348,0.22,0.238,0.542,0.19,0.11,2.22,1.0,0.101,0.132,0.0,0.0,0.159,0.0,0.0,0.0,0.0,0.137,0,Neutral,0,1.4175205426991704,0,0,0,0,0,0,0,0,0.0,0.2197909421129917,4.059617794486216,6.089426691729323,0.0,0.0,0.0,0.0
