,Label,geneLen,GC_content,median_IUPRED,5UTR_PARS_RNAstructure,CDS_PARS_RNAstructure,3UTR_PARS_RNAstructure,%AA_A,%AA_C,%AA_D,%AA_E,%AA_F,%AA_G,%AA_H,%AA_I,%AA_K,%AA_L,%AA_M,%AA_N,%AA_P,%AA_Q,%AA_R,%AA_S,%AA_T,%AA_V,%AA_W,%AA_Y,%Helical,%Proteinturn,%Beta-sheet,Acidic AA%,Basic AA%,Polar AA%,Hydrophobic AA%,Charged AA%,number of physical interaction,number of positive genetic interaction,number of negative genetic interaction,"number of ppi, all","number of ppi, score >= 0.25","number of ppi, score > 0.5","number of ppi, score > 0.8","number of ppi, score >= 0.95",RNAseq Eupl,rna logFC,rna FC - other,MS mean,log2(MS),Imputed log2(MS),protein_synthesis_rate,real_protein_synthesis_rate,Ribo_profilling_init_rate,Ribo_profilling_ribo_num,Ribo_profilling_trans_rate,Ribo_profilling_trans_time,Ribo_profilling_delay_time,IDR ratio,Control Median,control Localization,Number of complexe,Sum d0 Pause Score,Sum Odds Ratio,Introns median length,intron length,Intron status,aliphaticIndex,aromaticityScore,cai,codonBias,fopScore,gravyScore,instabilityIndex,molecularWeight,pI,5'-UTR_length,3'-UTR_length,protein half-life (hr),mRNA half-life (min),ORF.length,median transcript length,Ubiquitilation number,Phosphorylation number,is in complex,is essential,alpha IDRratio,A3D mean score,A3D ratio,A3D mean +score,has disordered region,has transmembrane domain,flDPnn_disorder,PSIPRED_helix,PSIPRED_strand,PSIPRED_coil,MMseq2_low_conservation,MMseq2_high_conservation,MMseq2_median,SignalP,DFLpred_linker,ASAquick_buried,DisoRDPbind_RNA,DisoRDPbind_DNA,DisoRDPbind_PRO,MoRFchibi_morf,DRNApred_RNA,DRNApred_DNA,SCRIBER_PRO,PTM_content,haploinsufficient
YIL146C,0,1590.0,39.4969,0.3019,,,,0.034,0.0113,0.0491,0.0623,0.0472,0.0509,0.0189,0.0698,0.0811,0.1019,0.0151,0.0472,0.0547,0.0566,0.0264,0.1302,0.0642,0.0472,0.0094,0.0208,0.2962,0.283,0.2132,0.1114,0.1264,0.33030000000000004,0.34540000000000004,0.2378,6.0,7.0,32.0,11.0,10.0,2.0,2.0,1.0,3.848395755712085,1.18507717140901,0.85536759637815,,,24.857761287773677,,,0.038,4.395,0.035,126.298,1.574,0.320754716981132,17.73,below threshold,0.0,,,,,0.0,82.46,0.08,0.13,0.05,0.45,-0.39,46.29,58967.5,7.05,49,28.0,,54.0,1590.0,2165.0,,8.0,0.0,0.0,0.5311909262759924,-0.5293822306238184,0.31190926275992437,0.47170415879017014,1.0,1.0,0.301,0.357,0.146,0.497,0.12,0.05,2.21,0.0,0.04,0.371,0.0,0.028,0.129,0.0,0.0,0.02,0.0,0.059,0
YIL147C,0,3663.0,38.7387,0.3117,,,,0.059,0.0057,0.0524,0.0598,0.0393,0.0598,0.0164,0.0639,0.0647,0.1007,0.0197,0.0655,0.0401,0.0311,0.0467,0.1097,0.077,0.059,0.0041,0.0246,0.2916,0.2752,0.2391,0.1122,0.1278,0.31360000000000005,0.37029999999999996,0.24,9.0,8.0,51.0,44.0,22.0,4.0,1.0,1.0,6.340273032862051,0.687345770514355,0.8971353555837138,121936666.66666667,26.86155678420571,26.86155678420571,,,,,,,,0.3038493038493038,19.92,below threshold,0.0,,,,,0.0,85.19,0.07,0.13,0.04,0.45,-0.33,43.64,134435.7,7.51,226,619.0,6.1,37.0,3663.0,4165.0,2.0,67.0,0.0,1.0,0.3221311475409836,-0.7251895081967212,0.2,0.2174881147540983,1.0,1.0,0.025,0.407,0.122,0.471,0.22,0.04,2.1,0.0,0.014,0.421,0.0,0.0,0.082,0.0,0.0,0.0,0.0,0.071,0
YIL148W,1,387.0,39.5349,0.3356,0.650714285714285,0.613072351421188,-0.161484848484848,0.0388,0.0388,0.0543,0.0465,0.0155,0.0543,0.0155,0.0698,0.1318,0.1085,0.0078,0.0388,0.0465,0.0543,0.0775,0.062,0.0698,0.0388,0.0,0.0233,0.2558,0.2016,0.2016,0.1008,0.2248,0.28700000000000003,0.3025,0.3256,27.0,18.0,98.0,439.0,328.0,241.0,210.0,11.0,10.2570775833479,0.895920240341916,1.2467167085450668,,,25.0221960283006,162299.956521739,15.6922955745238,0.122,2.125,0.104,20.38,0.446,0.1085271317829457,165.65,nucleus:cytosol,1.0,7.9799999999999995,10.819999999999999,433.0,433.0,1.0,81.98,0.04,0.74,0.82,0.9,-0.71,32.52,14568.3,10.51,14,66.0,,17.0,821.0,918.5,8.0,10.0,0.0,0.0,0.0,-1.475590625,0.0703125,0.028051562500000002,0.0,0.0,0.406,0.352,0.164,0.484,0.0,0.14,2.83,0.0,0.0,0.102,0.0,0.086,0.0,0.094,0.0,0.0,0.0,0.117,1
YIL149C,1,5040.0,35.0992,0.4087,,,,0.0482,0.0095,0.0524,0.1351,0.0232,0.0137,0.0107,0.0601,0.1268,0.1125,0.0161,0.069,0.0131,0.0595,0.0476,0.0905,0.0536,0.0363,0.0042,0.0173,0.2536,0.1863,0.3119,0.1875,0.1851,0.2994,0.3179,0.3726,234.0,1.0,15.0,245.0,242.0,45.0,7.0,6.0,4.58291090169736,1.34689407928042,1.3759768986328633,959056666.6666666,29.83704082121022,29.83704082121022,109.236547391304,0.010561753841106,,,,,,0.1970238095238095,14.58,below threshold,0.0,,,,,0.0,77.53,0.04,0.15,0.05,0.47,-0.96,49.87,195121.7,5.72,48,71.0,6.8,30.0,5040.0,,,51.0,0.0,0.0,0.18225134008338298,-1.827042882668255,0.12388326384752829,0.09355413936867187,1.0,0.0,0.0,0.724,0.029,0.247,0.27,0.02,1.87,0.0,0.0,0.291,0.0,0.0,0.048,0.0,0.0,0.0,0.0,0.063,0
YIL152W,0,708.0,44.0678,0.55815,0.0,0.104463276836157,0.0,0.0254,0.0042,0.0424,0.0254,0.0254,0.0127,0.0508,0.072,0.0805,0.0975,0.0085,0.0551,0.0593,0.1356,0.0424,0.1398,0.0466,0.0381,0.0212,0.0127,0.2669,0.2669,0.1568,0.0678,0.17370000000000002,0.394,0.30079999999999996,0.2415,9.0,2.0,37.0,10.0,7.0,1.0,0.0,0.0,3.27651857704895,,,,,25.05003509424911,,,0.063,4.449,0.054,82.088,10.59,0.5508474576271186,16.78,below threshold,0.0,,,,,0.0,75.94,0.06,0.09,-0.04,0.4,-0.86,76.66,27214.2,10.7,Potential_AUG_annotation_error,139.0,,33.0,708.0,928.5,,1.0,0.0,0.0,0.6851063829787234,-1.1687025531914894,0.19574468085106383,0.2317868085106383,1.0,0.0,0.549,0.396,0.132,0.472,0.05,0.18,2.83,0.0,0.0,0.2,0.0,0.0,0.217,0.0,0.0,0.08,0.017,0.064,0
YIL153W,0,1182.0,51.269,0.15825,0.500869565217391,0.377868950930625,0.0,0.0431,0.0102,0.0508,0.0558,0.0508,0.0609,0.0482,0.0431,0.0381,0.1066,0.0305,0.0381,0.0711,0.0431,0.0533,0.0761,0.0609,0.0558,0.0203,0.0406,0.3173,0.2462,0.236,0.1066,0.1396,0.269,0.3908,0.2462,41.0,4.0,84.0,29.0,21.0,14.0,4.0,0.0,5.698415034232561,1.0993263762706,1.077475584016486,47001000.0,25.486188147009422,25.486188147009422,,,0.07,7.064,0.06,118.012,13.783,0.1700507614213198,29.32,cytosol,1.0,,,,,0.0,74.47,0.11,0.09,0.06,0.45,-0.38,49.93,45076.7,6.83,23,37.0,,32.0,1182.0,1881.0,,8.0,1.0,0.0,0.16539440203562342,-0.7499885496183206,0.08651399491094147,0.03903460559796437,1.0,0.0,0.181,0.422,0.104,0.474,0.15,0.09,2.36,0.0,0.013,0.382,0.0,0.0,0.056,0.0,0.0,0.01,0.0,0.053,0
YIL154C,0,1041.0,56.0038,0.3566,0.346842105263157,0.259294908741593,-0.035769230769231,0.0432,0.0144,0.0893,0.0951,0.0231,0.0576,0.0288,0.0432,0.0576,0.0951,0.0288,0.0346,0.0317,0.0317,0.0663,0.1009,0.0461,0.0778,0.0086,0.0231,0.2709,0.2248,0.2622,0.1844,0.1527,0.2508,0.3429,0.3371,5.0,0.0,0.0,17.0,7.0,1.0,0.0,0.0,5.12665331616652,0.744710593721419,1.0552576113953103,231126666.66666666,27.78410848835844,27.78410848835844,,,0.141,10.392,0.1,104.29,14.453,0.3487031700288184,26.47,cytosol,0.0,,,,,0.0,76.85,0.05,0.11,0.14,0.5,-0.6,48.72,39050.1,4.69,19,52.0,,40.0,1041.0,1354.0,1.0,16.0,0.0,0.0,0.2543352601156069,-1.190143352601156,0.15606936416184972,0.10243063583815029,1.0,0.0,0.428,0.483,0.127,0.39,0.23,0.08,2.26,0.0,0.0,0.358,0.0,0.035,0.225,0.0,0.121,0.0,0.0,0.058,0
YIL155C,0,1950.0,48.6154,0.1969,,,,0.0815,0.0123,0.0554,0.0523,0.0446,0.0615,0.02,0.0492,0.0646,0.0923,0.0277,0.0508,0.0492,0.0323,0.0462,0.0631,0.0708,0.0754,0.0138,0.0354,0.3108,0.2246,0.2538,0.10769999999999999,0.1308,0.26470000000000005,0.4199,0.2385,0.0,0.0,0.0,14.0,14.0,2.0,2.0,0.0,3.973934774764474,1.03579027299432,0.48646370090526325,435163333.3333333,28.69698176328848,28.69698176328848,,,0.081,10.389,0.07,148.452,5.869,0.0246153846153846,18.71,mitochondria,0.0,,,,,0.0,80.75,0.09,0.18,0.27,0.58,-0.21,33.03,72391.7,8.01,,310.0,3.9,102.0,1950.0,2351.5,,2.0,0.0,0.0,0.03852080123266564,-0.6558733436055469,0.0970724191063174,0.08140138674884441,0.0,0.0,0.034,0.376,0.21,0.414,0.06,0.08,2.47,0.0,0.04,0.418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0
YIL157C,0,594.0,44.1077,0.1823,0.044193548387097,0.192558922558922,0.050397727272727,0.0707,0.0,0.0455,0.0657,0.0404,0.0556,0.0152,0.0909,0.0707,0.101,0.0101,0.0556,0.0455,0.0051,0.0707,0.0758,0.0758,0.0657,0.0101,0.0253,0.3333,0.2323,0.2475,0.1112,0.1566,0.23759999999999998,0.4142,0.2678,9.0,2.0,57.0,20.0,19.0,2.0,0.0,0.0,5.04561471036315,0.86130598529255,0.8941724825470443,76957000.0,26.197549242857814,26.197549242857814,,,,,,,,0.0,16.8,below threshold,0.0,,,,,0.0,97.51,0.08,0.19,0.29,0.6,-0.17,34.9,22050.7,10.12,62,176.0,7.0,40.0,594.0,797.0,,,0.0,0.0,0.10152284263959391,-0.5347167512690355,0.28426395939086296,0.4363365482233502,0.0,1.0,0.142,0.264,0.239,0.497,0.12,0.06,2.26,0.0,0.071,0.203,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.071,0
YIL158W,0,615.0,42.439,0.3983,-0.379032258064516,0.325447154471543,0.15438775510204,0.078,0.0098,0.0439,0.0829,0.0293,0.0439,0.0098,0.0537,0.0732,0.0634,0.0293,0.0585,0.0439,0.0244,0.0537,0.1024,0.0683,0.0732,0.0049,0.0488,0.2732,0.2488,0.2537,0.1268,0.13670000000000002,0.31220000000000003,0.3806,0.2635,0.0,0.0,0.0,6.0,5.0,0.0,0.0,0.0,5.50074657827221,0.655590376318834,0.9965227502881013,22417333.333333332,24.418111400306607,24.418111400306607,,,0.238,6.981,0.113,61.54,6.87,0.224390243902439,22.75,vacuole,0.0,,,,,0.0,70.23,0.08,0.12,0.02,0.45,-0.49,42.81,22840.1,7.4,31,98.0,,20.0,615.0,727.0,3.0,7.0,0.0,0.0,0.3284313725490196,-0.458625,0.35294117647058826,0.6518725490196077,0.0,1.0,0.333,0.412,0.123,0.465,0.17,0.06,2.15,0.0,0.064,0.152,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.147,0
YIL160C,0,1254.0,45.614,0.2079,,,,0.1053,0.0191,0.0455,0.0622,0.0335,0.0909,0.0096,0.0789,0.0646,0.0885,0.0191,0.067,0.0455,0.0383,0.0455,0.0574,0.0359,0.0694,0.0,0.0215,0.2919,0.2608,0.2751,0.10769999999999999,0.1197,0.2392,0.4162,0.2274,3.0,6.0,28.0,32.0,15.0,10.0,4.0,2.0,2.26100862966998,1.05082691493486,0.5544034167036342,154520000.0,27.203218351118004,27.203218351118004,,,0.05,4.39,0.046,95.406,2.773,0.0287081339712918,,,0.0,,,,,0.0,94.69,0.06,0.14,0.14,0.51,-0.09,34.24,44731.9,7.7,,,,,1254.0,1421.0,,,0.0,0.0,0.002398081534772182,-0.7696395683453238,0.10311750599520383,0.03621822541966427,0.0,0.0,0.05,0.441,0.113,0.446,0.08,0.05,2.48,0.0,0.05,0.424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0
YIL161W,0,708.0,35.8757,0.4475,,,,0.0381,0.0042,0.0297,0.089,0.0212,0.0551,0.0127,0.0678,0.1525,0.0636,0.0212,0.1017,0.0297,0.0381,0.0551,0.072,0.0593,0.0424,0.0085,0.0339,0.2373,0.2585,0.2119,0.1187,0.2203,0.30920000000000003,0.2967,0.33899999999999997,12.0,3.0,15.0,112.0,105.0,99.0,16.0,0.0,2.0216051407613898,1.41598899199068,1.1546833938523404,131330000.0,26.968621281954572,26.968621281954572,,,0.103,7.001,0.084,83.389,15.211,0.461864406779661,29.39,cytosol,0.0,,,,,0.0,63.37,0.06,0.14,0.05,0.47,-1.11,48.25,27133.5,10.55,160,35.0,6.0,22.0,708.0,783.0,8.0,6.0,0.0,0.0,0.28936170212765955,-1.4985685106382978,0.08936170212765958,0.0740208510638298,1.0,0.0,0.421,0.426,0.128,0.446,0.17,0.05,2.18,0.0,0.0,0.196,0.0,0.026,0.004,0.0,0.0,0.03,0.0,0.089,0
YIL164C,0,600.0,47.8333,0.1424,0.0,0.003866666666667,0.0,0.09,0.035,0.04,0.075,0.005,0.115,0.01,0.075,0.085,0.085,0.03,0.015,0.05,0.02,0.035,0.045,0.055,0.055,0.015,0.06,0.295,0.225,0.28,0.11499999999999999,0.13,0.23,0.415,0.24500000000000002,0.0,0.0,0.0,,,0.0,0.0,0.0,2.021552034154235,1.14789902973574,0.6441351986967985,,,24.70709200032918,,,0.034,1.485,0.031,47.547,1.104,0.0,16.98,below threshold,0.0,,,,,0.0,85.86,0.08,0.13,0.11,0.49,-0.13,34.96,21621.4,7.7,,,,,600.0,,,,0.0,0.0,0.0,-0.7966768844221105,0.1306532663316583,0.10717135678391959,0.0,0.0,0.055,0.317,0.221,0.462,0.05,0.09,2.46,0.0,0.005,0.332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0
YIR001C,0,753.0,39.4422,0.5382,,,,0.0359,0.004,0.0478,0.0677,0.0359,0.0478,0.0199,0.0438,0.1116,0.0518,0.012,0.0956,0.0717,0.0717,0.0398,0.0797,0.0558,0.0359,0.008,0.0598,0.2351,0.2948,0.1673,0.11549999999999999,0.1713,0.3666,0.2831,0.28680000000000005,19.0,6.0,40.0,69.0,52.0,9.0,0.0,0.0,4.198049835000575,0.957989854145183,1.0422143197905898,544326666.6666666,29.019897477447397,29.019897477447397,219.194652173913,0.0211932729002749,0.094,4.483,0.075,59.366,1.599,0.6215139442231076,30.04,cytosol,0.0,,,,,0.0,47.71,0.1,0.16,0.09,0.49,-1.25,58.39,28963.6,9.76,76,223.0,10.5,32.0,753.0,1174.0,,10.0,0.0,0.0,0.292,-1.3967180000000001,0.16,0.153758,1.0,0.0,0.58,0.3,0.116,0.584,0.06,0.1,2.585,0.0,0.0,0.204,0.0,0.0,0.116,0.0,0.0,0.02,0.0,0.1,0
YIR003W,0,2040.0,43.2353,0.8375,,,,0.0588,0.0029,0.0544,0.1279,0.0191,0.0426,0.0206,0.0397,0.0824,0.0618,0.0176,0.0618,0.0809,0.0544,0.0412,0.1206,0.0618,0.0471,0.0015,0.0015,0.1706,0.3059,0.2662,0.18230000000000002,0.1442,0.303,0.2471,0.32650000000000007,6.0,2.0,46.0,38.0,14.0,7.0,1.0,0.0,5.2437772010741,0.92610997879197,1.0014135458662365,1159566666.6666667,30.110938622091897,30.110938622091897,686.963647826087,0.066420452855735,0.075,10.415,0.064,163.239,6.726,0.9955882352941176,,,0.0,2.06,8.15,,,0.0,56.87,0.02,0.13,0.09,0.48,-1.1,68.14,74723.6,4.62,43,72.0,10.7,48.0,2040.0,2210.0,1.0,220.0,1.0,0.0,0.46686303387334316,-1.351841384388807,0.20029455081001474,0.17203519882179677,1.0,0.0,0.536,0.339,0.057,0.604,0.2,0.02,2.0,0.0,0.0,0.184,0.0,0.0,0.576,0.0,0.0,0.0,0.027,0.162,0
YIR004W,0,1299.0,39.261,0.4017,,,,0.0855,0.0046,0.0647,0.1247,0.0393,0.06,0.0139,0.0416,0.1201,0.0808,0.0254,0.0439,0.0162,0.0439,0.03,0.0531,0.0716,0.0508,0.0023,0.0254,0.2402,0.1732,0.3164,0.1894,0.164,0.2425,0.35109999999999997,0.35340000000000005,2.0,3.0,34.0,15.0,11.0,0.0,0.0,0.0,4.86783995300291,1.11125389904515,1.198051475128437,2082666666.6666667,30.955784807437713,30.955784807437713,208.641116478261,0.0201728832153875,,,,,,0.348729792147806,38.87,ER,0.0,,,,,0.0,66.61,0.07,0.14,0.04,0.47,-0.77,36.36,48558.0,4.85,18,110.0,8.5,35.0,1299.0,1502.0,2.0,9.0,0.0,0.0,0.14814814814814814,-1.4021645833333334,0.1111111111111111,0.09526944444444446,1.0,0.0,0.266,0.678,0.023,0.299,0.1,0.06,2.36,0.0,0.009,0.343,0.0,0.0,0.111,0.0,0.0,0.0,0.0,0.053,0
YIR005W,0,447.0,34.4519,0.2783,,,,0.047,0.0,0.0738,0.0805,0.0268,0.0604,0.0201,0.0805,0.0872,0.094,0.0067,0.0805,0.0268,0.0537,0.047,0.0604,0.0336,0.047,0.0067,0.0604,0.3154,0.2282,0.2282,0.1543,0.1543,0.28859999999999997,0.3691,0.3086,15.0,43.0,150.0,73.0,66.0,61.0,40.0,15.0,0.839720566202216,0.795952903311393,1.1300966961044105,,,25.009059395530073,,,0.033,1.469,0.03,48.635,2.293,0.0,19.03,below threshold,2.0,,,,,0.0,81.8,0.09,0.12,-0.07,0.4,-0.77,48.31,17095.3,5.73,84,445.0,,22.0,447.0,759.0,,2.0,1.0,0.0,0.0,-1.440937162162162,0.07432432432432433,0.03140743243243243,0.0,0.0,0.142,0.243,0.277,0.48,0.03,0.08,2.57,0.0,0.0,0.209,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.061,1
YIR007W,0,2295.0,40.2614,0.1823,,,,0.0523,0.0248,0.0641,0.0523,0.0575,0.0588,0.0248,0.0745,0.0693,0.0719,0.0196,0.0588,0.0706,0.0353,0.034,0.0706,0.0601,0.0353,0.0196,0.0444,0.3033,0.2588,0.1961,0.1164,0.1281,0.294,0.3751,0.2445,10.0,0.0,16.0,15.0,10.0,0.0,0.0,0.0,2.7217964146898748,1.00389240073378,0.4669756097420493,,,22.043390063392135,,,0.092,15.739,0.078,201.254,14.013,0.05359477124183,20.5,cytosol,0.0,,,,,0.0,69.03,0.12,0.13,-0.01,0.43,-0.44,41.33,86969.5,6.46,Potential_AUG_annotation_error,,6.6,47.0,2295.0,2409.5,1.0,16.0,0.0,0.0,0.09031413612565445,-0.723925,0.08115183246073299,0.06392696335078535,1.0,0.0,0.065,0.237,0.219,0.544,0.12,0.1,2.46,0.0,0.01,0.421,0.0,0.003,0.003,0.0,0.0,0.0,0.0,0.059,0
YIR010W,0,1731.0,41.71,0.5493,,,,0.0572,0.0017,0.0728,0.0884,0.026,0.0277,0.0277,0.0485,0.0797,0.0936,0.0243,0.0624,0.0659,0.0589,0.0399,0.0901,0.0624,0.0329,0.0069,0.0312,0.2392,0.2461,0.2634,0.1612,0.1473,0.30670000000000003,0.3206,0.3085,494.0,5.0,116.0,518.0,497.0,35.0,5.0,5.0,4.020890522283845,1.11718544529488,1.010534728780375,64019000.0,25.931996828386644,25.931996828386644,,,,,,,,0.6325823223570191,19.97,punctate,1.0,,,,,0.0,67.0,0.06,0.11,-0.01,0.42,-0.91,59.8,65668.8,5.02,69,128.0,4.2,32.0,1731.0,1928.0,,27.0,1.0,1.0,0.4513888888888889,-1.1855789930555556,0.2517361111111111,0.21812604166666674,1.0,0.0,0.217,0.422,0.057,0.521,0.18,0.06,2.13,0.0,0.0,0.24,0.0,0.0,0.17,0.016,0.0,0.01,0.002,0.12,0
YIR011C,0,960.0,40.0,0.2849,0.03,0.210854166666665,-0.033297872340426,0.0406,0.0156,0.0437,0.0656,0.0312,0.0437,0.0281,0.0563,0.0594,0.1125,0.0375,0.0688,0.05,0.0625,0.05,0.0969,0.0406,0.05,0.0094,0.0344,0.2938,0.2594,0.2562,0.10930000000000001,0.1375,0.3188,0.3719,0.24680000000000002,4.0,2.0,43.0,6.0,6.0,0.0,0.0,0.0,4.83868436603478,0.862316019200162,1.0037028517861322,,,26.290160235971285,,,0.138,10.416,0.109,95.716,13.109,0.278125,24.93,nucleus,0.0,,,,,0.0,80.46,0.08,0.12,0.01,0.43,-0.49,56.7,36485.1,7.59,9,94.0,,41.0,960.0,1081.5,,,0.0,1.0,0.23510971786833856,-0.8836435736677115,0.1755485893416928,0.1568576802507837,1.0,0.0,0.339,0.505,0.047,0.448,0.18,0.06,2.09,0.0,0.0,0.266,0.0,0.0,0.044,0.0,0.0,0.01,0.0,0.053,0
YIR012W,0,1296.0,43.6728,0.1969,-1.0190909090909,0.356598765432098,0.001875532821824,0.0556,0.0255,0.0625,0.088,0.0463,0.0856,0.0278,0.0532,0.0417,0.088,0.0278,0.0509,0.0301,0.0463,0.0116,0.0741,0.0694,0.0833,0.0185,0.0116,0.3009,0.2407,0.2593,0.1505,0.0811,0.2778,0.38430000000000003,0.23159999999999997,17.0,1.0,22.0,30.0,14.0,3.0,1.0,1.0,7.499367992582495,1.1089710494683,1.2102293216893147,392116666.6666667,28.546707726760513,28.546707726760513,912.370956521739,0.0882144088648133,,,,,,0.1296296296296296,102.8,nucleus:cytosol,0.0,0.59,9.09,,,0.0,82.71,0.08,0.16,0.12,0.5,-0.12,36.64,47125.1,4.09,11,1173.0,8.1,17.0,1296.0,1423.0,1.0,,0.0,1.0,0.09976798143851508,-0.7986294663573086,0.08584686774941995,0.05123387470997679,0.0,0.0,0.123,0.176,0.369,0.455,0.14,0.06,2.26,0.0,0.021,0.434,0.0,0.0,0.125,0.0,0.002,0.0,0.0,0.023,0
YIR013C,0,366.0,46.7213,0.3426,,,,0.082,0.041,0.0082,0.041,0.041,0.1066,0.0082,0.0574,0.0738,0.0902,0.0164,0.041,0.0574,0.0492,0.0984,0.0492,0.082,0.0328,0.0082,0.0082,0.2377,0.2541,0.2295,0.0492,0.18040000000000003,0.27060000000000006,0.33620000000000005,0.2296,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,-0.584353848632618,0.0943888145221167,0.2523622783831121,,,25.16301295141993,,,,,,,,0.180327868852459,14.98,below threshold,0.0,,,,,0.0,73.94,0.06,0.14,0.21,0.53,-0.36,42.12,13260.9,11.4,576,174.0,,47.0,366.0,1044.0,,,0.0,0.0,0.15702479338842976,-0.7198396694214877,0.19008264462809918,0.29876942148760327,1.0,0.0,0.43,0.331,0.174,0.495,0.17,0.07,2.23,0.0,0.248,0.198,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.066,0
YIR014W,0,729.0,41.5638,0.0136,,,,0.0453,0.0288,0.0658,0.0617,0.0329,0.0453,0.0165,0.1111,0.0494,0.1687,0.0165,0.0494,0.0329,0.037,0.0453,0.0535,0.037,0.0535,0.0082,0.037,0.4115,0.1811,0.2922,0.1275,0.11120000000000001,0.2427,0.47319999999999995,0.23870000000000002,4.0,0.0,16.0,13.0,10.0,5.0,5.0,0.0,1.6566450741467,0.715594812918396,0.5979180936567479,,,23.691913295159384,,,,,,,,0.0,18.07,below threshold,0.0,,,,,0.0,125.14,0.08,0.06,-0.12,0.36,0.25,36.64,27592.5,4.83,,,4.1,,729.0,764.0,,2.0,0.0,0.0,0.15289256198347106,-0.32172148760330577,0.36363636363636365,0.4562376033057852,0.0,1.0,0.037,0.57,0.054,0.376,0.05,0.1,2.275,0.0,0.0,0.331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041,0
YIR015W,0,435.0,43.6782,0.3599,0.0,0.085931034482759,0.0,0.0621,0.0276,0.0414,0.0345,0.0138,0.0621,0.0345,0.0621,0.1034,0.0966,0.0276,0.0552,0.0552,0.0276,0.0759,0.0552,0.0897,0.0207,0.0069,0.0414,0.2414,0.2276,0.2207,0.0759,0.21380000000000002,0.2967,0.3312,0.28969999999999996,10.0,0.0,0.0,49.0,46.0,42.0,15.0,8.0,2.989401943085075,1.01392720003213,1.0055978200800348,,,22.497757969039313,,,0.138,4.466,0.113,39.364,2.978,0.1586206896551724,,,1.0,,,,,0.0,71.23,0.06,0.09,-0.02,0.41,-0.69,23.98,16359.4,10.56,,,5.3,,435.0,,,,1.0,1.0,0.027777777777777776,-1.0728583333333335,0.13194444444444445,0.08883472222222223,1.0,0.0,0.368,0.403,0.076,0.521,0.12,0.08,2.115,0.0,0.0,0.097,0.0,0.062,0.0,0.0,0.0,0.02,0.0,0.056,0
YIR016W,0,798.0,50.5013,0.5036,0.469795918367347,0.327463659147869,-0.050384615384615,0.0789,0.0188,0.1015,0.0564,0.0226,0.0564,0.0338,0.0451,0.0338,0.0789,0.0188,0.015,0.0489,0.0376,0.0752,0.1617,0.0414,0.0489,0.0075,0.015,0.218,0.282,0.2331,0.1579,0.14279999999999998,0.28950000000000004,0.31570000000000004,0.3007,2.0,13.0,147.0,6.0,3.0,0.0,0.0,0.0,4.07804163613775,0.927612213174562,0.7692976386841299,,,24.56899278106634,,,,,,,,0.5977443609022557,15.87,below threshold,0.0,,,,,0.0,68.56,0.05,0.09,0.03,0.43,-0.61,69.11,28869.1,4.94,49,78.0,,41.0,798.0,924.0,,6.0,0.0,0.0,0.6226415094339622,-0.8134177358490566,0.30566037735849055,0.346718113207547,1.0,0.0,0.513,0.423,0.049,0.528,0.04,0.13,2.83,0.0,0.045,0.192,0.0,0.0,0.385,0.0,0.0,0.02,0.008,0.109,0
YIR017C,0,564.0,44.3262,0.4901,,,,0.0479,0.0,0.0372,0.0904,0.0213,0.0372,0.0053,0.0638,0.1223,0.1064,0.0266,0.117,0.0106,0.0532,0.0798,0.0904,0.0319,0.0426,0.0106,0.0,0.2447,0.2553,0.2713,0.1276,0.2074,0.2925,0.3192,0.335,3.0,12.0,38.0,22.0,12.0,3.0,3.0,2.0,,,,,,25.045501090391603,2074.19234782609,0.200547431423019,,,,,,0.4946808510638298,,,3.0,,,,,0.0,78.97,0.03,0.09,-0.02,0.42,-0.97,51.52,21604.1,10.89,,125.0,9.6,136.0,564.0,963.0,,,1.0,0.0,0.1497326203208556,-1.6772128342245989,0.15508021390374332,0.17700534759358286,0.0,0.0,0.93,0.658,0.037,0.305,0.09,0.04,2.59,0.0,0.0,0.118,0.0,0.0,0.027,0.0,0.0,0.01,0.0,0.059,0
